id,name_levenshtein_simple,name_trigram_simple,name_levenshtein_term,name_trigram_term,city_levenshtein_simple,city_trigram_simple,city_levenshtein_term,city_trigram_term,zip_levenshtein_simple,zip_trigram_simple,zip_levenshtein_term,zip_trigram_term,street_levenshtein_simple,street_trigram_simple,street_levenshtein_term,street_trigram_term,website_levenshtein_simple,website_trigram_simple,website_levenshtein_term,website_trigram_term,phone_levenshtein,phone_trigram,fax_levenshtein,fax_trigram,street_number_levenshtein,street_number_trigram,phone_equality,fax_equality,street_number_equality,is_match
2769#2798,0.791667,0.75,0.666667,0.705882,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
9044#9055,0.8,0.8,0.5882350000000001,0.6176470000000001,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.909090909091,0.600000023842,?,?,1.0,1.0,n,m,s,1
2629#2630,0.469388,0.28571399999999997,0.454545,0.17647100000000002,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,1
1090#1104,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
1263#1283,0.5625,0.5,0.5625,0.42105299999999996,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.909090909091,0.600000023842,1.0,1.0,?,?,n,s,n,1
1794#1796,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
12757#12758,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,0.438095,0.285714,0.368421,0.225806,?,?,?,?,0.9,0.571428596973,?,?,?,?,n,m,n,1
12757#12759,0.355114,0.25,0.2,0.137255,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
2893#2905,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
1411#1413,0.8,0.8,0.625,0.647059,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
8914#8925,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,1
138#139,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,1,1,1,1,1.0,1.0,?,?,1.0,1.0,s,m,s,1
4106#4104,0.41481999999999997,0.31745999999999996,0.404762,0.265306,1,1,1,1,1,1,1,1,0.295238,0.031746,0.315789,0.0277778,?,?,?,?,?,?,?,?,0.4,0.222222223878,m,m,n,-1
1147#1160,0.5,0.360714,0.375,0.34375,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
4330#4346,0.666667,0.666667,0.5625,0.625,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
2205#2220,0.6,0.5,0.692308,0.470588,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.818181818182,0.600000023842,?,?,?,?,n,m,n,1
12512#14551,0.5,0.4,0.454545,0.25,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
1402#1404,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
2349#2359,0.8,0.8,0.684211,0.625,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
5542#5549,0.8,0.8,0.611111,0.631579,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
2178#2181,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
15628#15632,0.101339,0.0,0.097561,0.0,1,1,1,1,?,?,?,?,0.857143,0.857143,0.777778,0.789474,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
9277#9278,0.5,0.5,0.363636,0.571429,1,1,1,1,?,?,?,?,1,1,0.851852,1,1,1,1,1,0.7,0.375,?,?,?,?,n,m,n,-1
2210#2234,0.571429,0.571429,0.28571399999999997,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,1
14347#14348,0.21722199999999997,0.023529400000000002,0.05,0.0263158,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.636363636364,0.411764711142,?,?,1.0,1.0,n,m,s,-1
2769#2788,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,1
4131#4136,0.48571400000000003,0.4,0.40625,0.351351,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
3374#3375,1.0,1.0,1.0,1.0,1,1,1,1,0.8,0.333333,0.8,0.333333,0.394841,0.277778,0.4,0.138889,?,?,?,?,?,?,?,?,0.666666666667,0.333333343267,m,m,n,-1
5199#5200,0.466667,0.4,0.4,0.355556,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,-1
9111#9115,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
764#771,0.5,0.5,0.307692,0.333333,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.909090909091,0.692307710648,?,?,1.0,1.0,n,m,s,1
14036#14037,0.3375,0.137054,0.230769,0.10256400000000002,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.6,0.333333343267,m,m,n,-1
5598#5610,0.37083299999999997,0.094697,0.18421099999999999,0.0681818,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
14320#14321,0.208333,0.0,0.14285699999999998,0.0,1,1,1,1,1,1,1,1,0.974359,0.875,1,1,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,1
1609#1612,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,1
8197#8169,0.173611,0.0,0.055555600000000004,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
8397#8400,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,1
226#231,0.08333330000000001,0.0,0.0625,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
15111#15112,0.488889,0.333333,0.21739099999999997,0.172414,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.0,0.0,m,m,n,-1
4112#4121,0.639881,0.459821,0.612903,0.365854,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
9042#9048,0.722222,0.666667,0.708333,0.451613,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
5572#5582,0.574026,0.400974,0.212121,0.36956500000000003,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
4011#4012,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0.96875,0.863636,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,-1
1140#1142,0.371429,0.28571399999999997,0.23809499999999997,0.3125,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,1
964#961,0.8888889999999999,0.8888889999999999,0.902439,0.9,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,1
137#145,0.8,0.8,0.56,0.576923,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,0.5,0.285714298487,s,m,n,1
3700#3703,0.166327,0.0,0.14285699999999998,0.0,1,1,1,1,1,1,1,1,0.213889,0,0.181818,0,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
2089#2094,0.199074,0.037037,0.212121,0.020408199999999998,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,?,?,m,m,n,1
8972#8973,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
1570#1573,0.625,0.466667,0.8888889999999999,0.583333,0.571429,0.363636,0.571429,0.363636,1,1,1,1,1,1,1,1,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
208#213,0.166667,0.0,0.125,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
1558#1559,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.5,0.300000011921,?,?,1.0,1.0,n,m,s,1
2747#2750,0.666667,0.666667,0.466667,0.483871,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
11623#11624,0.4,0.4,0.294118,0.185185,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.4,0.222222223878,?,?,0.0,0.0,n,m,n,-1
2207#2218,0.602564,0.535714,0.516129,0.405405,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.545454545455,0.20000000298,?,?,1.0,1.0,n,m,s,1
4339#4341,0.5,0.5,0.409091,0.454545,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,1
3142#3143,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,1,1,1,1,1.0,1.0,?,?,1.0,1.0,s,m,s,1
221#9,0.6,0.5,0.17647100000000002,0.25,?,?,?,?,?,?,?,?,?,?,?,?,1,1,1,1,1.0,1.0,?,?,1.0,1.0,s,m,s,1
4003#4002,0.14166700000000002,0.08333330000000001,0.117647,0.07692310000000001,1,1,1,1,1,1,1,1,0.550926,0.444444,0.5,0.212121,?,?,?,?,?,?,?,?,0.4,0.25,m,m,n,-1
12301#12302,0.333333,0.333333,0.230769,0.25396799999999997,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
9203#9204,0.245536,0.1,0.272727,0.107143,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.6,0.25,m,m,n,-1
2875#2884,0.5,0.5,0.1,0.3125,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
7306#7296,0.175,0.0,0.117647,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,1
14558#14559,0.3,0.0625,0.28571399999999997,0.025641000000000004,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,-1
2635#2638,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,m,1
7465#7466,0.436508,0.333333,0.181818,0.22222199999999998,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
2790#2797,0.909091,0.909091,0.829268,0.85,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
5572#5574,0.7560439999999999,0.6469779999999999,0.577778,0.6304350000000001,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
6752#6754,1.0,1.0,0.2,1.0,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,0.428571428571,0.300000011921,s,m,n,1
2617#2613,0.571429,0.571429,0.352941,0.43333299999999997,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
2667#2675,0.857143,0.857143,0.730769,0.740741,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
7302#7295,0.175,0.0,0.117647,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,1
9981#9982,0.259259,0.0238095,0.16129000000000002,0.0238095,1,1,1,1,1,1,1,1,0.571429,0.571429,0.305556,0.444444,?,?,?,?,0.3,0.047619048506,0.4,0.047619048506,?,?,n,n,m,-1
1261#1287,0.666667,0.666667,0.41176499999999994,0.44444399999999995,0.666667,0.666667,0.454545,0.5,1,1,1,1,0.134921,0.030303,0.25,0.0294118,?,?,?,?,?,?,?,?,0.5,0.25,m,m,n,1
4347#4372,0.75,0.75,0.571429,0.5862069999999999,?,?,?,?,?,?,?,?,?,?,?,?,0.599206,0.564103,0.641026,0.522727,1.0,1.0,?,?,1.0,1.0,s,m,s,1
12675#12676,0.38,0.08571430000000001,0.190476,0.0810811,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,1.0,1.0,1.0,1.0,s,s,s,-1
2895#2909,0.8,0.8,0.764706,0.777778,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
14381#14382,0.25674600000000003,0.0408163,0.228571,0.0377358,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,m,-1
2905#2911,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
2463#2464,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
1784#1785,0.666667,0.666667,0.363636,0.391304,1,1,1,1,1,1,1,1,0.5,0.5,0.309524,0.341463,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,1
1400#1393,0.666667,0.666667,0.454545,0.478261,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
3482#3478,0.164286,0.0,0.10526300000000001,0.0,1,1,1,1,1,1,1,1,0.433333,0.28,0.454545,0.1875,?,?,?,?,0.636363636364,0.333333343267,?,?,0.5,0.285714298487,n,m,n,-1
3822#3824,1.0,1.0,1.0,1.0,1,1,1,1,?,?,?,?,0.857143,0.857143,0.789474,0.8,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
8355#8356,0.0,0.0,0.0909091,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
8195#8202,0.135714,0.0,0.153846,0.0,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,m,-1
642#651,0.428571,0.28571399999999997,0.263158,0.307692,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,0.5,0.25,s,m,n,1
5603#5609,0.326667,0.0,0.294118,0.0,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
4128#4136,0.604167,0.516667,0.21875,0.386364,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
12823#12824,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,1
10412#10413,0.194444,0.047619,0.17647100000000002,0.03125,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
8821#8827,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
277#286,0.8,0.8,0.52381,0.545455,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
3318#3319,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
2159#2163,0.857143,0.857143,0.565217,0.636364,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,1
11273#11274,0.388889,0.333333,0.10526300000000001,0.22222199999999998,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.545454545455,0.333333343267,?,?,?,?,n,m,n,-1
8273#8274,0.5,0.5,0.5,0.529412,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,?,?,m,m,n,1
8259#8260,0.0456349,0.0,0.0588235,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
2740#2752,0.571429,0.571429,0.388889,0.416667,1,1,1,1,1,1,1,1,0.944444,0.814815,0.923077,0.6875,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
4111#4115,0.576389,0.522727,0.48484799999999995,0.368421,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.5,0.25,m,m,n,-1
8901#8905,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,1,1,1,1,1.0,1.0,?,?,1.0,1.0,s,m,s,1
484#485,0.909091,0.909091,0.785714,0.7906979999999999,0.4,0.4,0.346154,0.37037,1,1,1,1,0.344388,0.0457875,0.27027,0.0357143,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,1
7377#7379,1.0,1.0,0.3,1.0,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,0.285714285714,0.20000000298,s,m,n,1
6549#6550,0.22285700000000003,0.0,0.153846,0.0,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,1
2104#2105,0.666667,0.666667,0.583333,0.6153850000000001,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
14001#14002,0.221861,0.025974,0.209302,0.031745999999999996,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,m,-1
8178#8187,0.258333,0.0333333,0.235294,0.0344828,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.545454545455,0.277777791023,?,?,0.428571428571,0.333333343267,n,m,n,-1
4003#4008,0.15,0.041666699999999994,0.117647,0.0333333,1,1,1,1,1,1,1,1,0.426852,0.234568,0.428571,0.15,?,?,?,?,?,?,?,?,0.666666666667,0.333333343267,m,m,n,-1
4347#4374,0.75,0.75,0.571429,0.5862069999999999,1,1,1,1,0.666667,0.571429,0.75,0.5,0.235417,0,0.222222,0,?,?,?,?,?,?,?,?,0.4,0.222222223878,m,m,n,1
2793#2798,0.857143,0.857143,0.8461540000000001,0.8888889999999999,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
1738#1745,0.5,0.5,0.291667,0.32,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
1544#1554,0.25,0.0,0.272727,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
2437#2440,0.4,0.4,0.214286,0.25,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
457#460,0.8,0.8,0.638889,0.666667,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,1
2675#2681,0.5,0.5,0.368421,0.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,1
6323#6325,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
9623#9624,0.19,0.0,0.05,0.0,0.666667,0.666667,0.625,0.666667,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,m,-1
606#608,0.11174200000000001,0.0,0.107143,0.0,1,1,1,1,0.8,0.333333,0.8,0.333333,0.32517,0.132426,0.333333,0.0810811,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
1260#1284,0.666667,0.666667,0.41176499999999994,0.44444399999999995,?,?,?,?,?,?,?,?,?,?,?,?,0.540238,0.42963,0.333333,0.241935,0.909090909091,0.600000023842,?,?,?,?,n,m,n,1
2866#2871,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
12958#12959,0.127679,0.027777800000000002,0.1875,0.03125,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.8,0.466666668653,?,?,?,?,n,m,n,-1
5564#5569,0.6190479999999999,0.47222200000000003,0.266667,0.432432,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
2662#2676,0.666667,0.666667,0.384615,0.518519,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
8254#8253,0.264286,0.0,0.3125,0.0,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
9031#9036,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
5684#5683,0.8,0.8,0.564103,0.564103,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,1
5577#5568,0.909091,0.909091,0.8461540000000001,0.833333,0.666667,0.666667,0.454545,0.5,1,1,1,1,1,1,1,1,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
4106#4103,0.543067,0.5,0.404762,0.29787199999999997,1,1,1,1,0.8,0.333333,0.8,0.333333,0.326531,0,0.210526,0,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
3838#3840,0.221429,0.0,0.08333330000000001,0.0,1,1,1,1,0.8,0.5,0.8,0.5,0.425325,0.300752,0.428571,0.193548,?,?,?,?,0.363636363636,0.20000000298,?,?,0.5,0.285714298487,n,m,n,-1
1142#1153,0.8,0.8,0.190476,0.727273,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
348#352,1.0,1.0,1.0,1.0,0.13125,0,0.190476,0,?,?,?,?,0.51746,0.4,0.444444,0.153846,?,?,?,?,?,?,?,?,?,?,m,m,n,1
5569#5582,0.88,0.825,0.909091,0.8387100000000001,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
1400#1414,0.666667,0.666667,0.454545,0.478261,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
8249#8260,0.243304,0.033119699999999995,0.209302,0.0422535,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
942#943,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,0.888889,0.888889,0.676471,0.705882,1.0,1.0,?,?,1.0,1.0,s,m,s,1
14750#14751,0.28571399999999997,0.28571399999999997,0.692308,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.2,0.047619048506,?,?,0.25,0.111111111939,n,m,n,-1
2134#2135,0.8,0.8,0.45,0.47618999999999995,?,?,?,?,?,?,?,?,?,?,?,?,0.857143,0.857143,0.866667,0.870968,1.0,1.0,?,?,1.0,1.0,s,m,s,1
11617#11618,0.0,0.0,0.0,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.5,0.222222223878,?,?,?,?,n,m,n,-1
365#357,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
2207#2227,0.425641,0.333333,0.290323,0.228571,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
11689#11690,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
2603#2610,0.666667,0.666667,0.08333330000000001,0.153846,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
1919#1924,0.653061,0.571429,0.25,0.4,0.666667,0.666667,0.454545,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,1
1341#1343,0.214286,0.0,0.13333299999999998,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
8186#8203,0.27555599999999997,0.0,0.173913,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.5,0.25,m,m,n,-1
11171#11172,0.1,0.0,0.0909091,0.0,0.222222,0,0.222222,0,0,0,0,0,0.271635,0.0357143,0.162162,0.0227273,?,?,?,?,0.3,0.047619048506,?,?,?,?,n,m,n,-1
952#956,1.0,1.0,1.0,1.0,0.571429,0.363636,0.571429,0.363636,1,1,1,1,1,1,1,1,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
3652#3661,0.28,0.08,0.272727,0.0606061,1,1,1,1,1,1,1,1,0.272487,0.040404,0.208333,0.0465116,?,?,?,?,?,?,?,?,0.5,0.25,m,m,n,-1
5644#5648,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
6890#6893,0.8888889999999999,0.8888889999999999,0.8421049999999999,0.85,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.0,1.0,?,?,?,?,s,m,n,1
6204#6214,1.0,1.0,1.0,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.75,0.25,m,m,n,1
11272#11399,0.369841,0.13333299999999998,0.212121,0.0731707,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.545454545455,0.263157904148,?,?,?,?,n,m,n,-1
3513#3514,0.666667,0.5,0.555556,0.17647100000000002,1,1,1,1,1,1,1,1,0.579545,0.5,0.6,0.285714,?,?,?,?,?,?,?,?,0.666666666667,0.333333343267,m,m,n,-1
290#296,0.740741,0.666667,0.35,0.407407,0.555556,0.25,0.555556,0.25,1,1,1,1,0.857143,0.857143,0.8,0.8125,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
8253#8268,0.21746,0.0,0.190476,0.0,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,m,m,n,-1
3707#3708,0.258333,0.0902778,0.25,0.047619,1,1,1,1,1,1,1,1,0.372222,0.2625,0.346154,0.131579,?,?,?,?,?,?,?,?,0.666666666667,0.333333343267,m,m,n,-1
8924#8930,1.0,1.0,1.0,1.0,1,1,1,1,0.8,0.571429,0.8,0.571429,1,1,1,1,?,?,?,?,1.0,1.0,?,?,1.0,1.0,s,m,s,1
1081#1082,1.0,1.0,1.0,1.0,0.5,0.5,0.0909091,0.352941,1,1,1,1,0.777778,0.733333,0.833333,0.714286,?,?,?,?,?,?,?,?,1.0,1.0,m,m,s,1
